Name,Age,Nationality,Position,Finishing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Balance,ShotPower,Jumping,Stamina,Strength,quality_level
Y. Boli,24,Ivory Coast,ST,69,60,48,78,76,72,63,72,80,61,71,B
M. El-Munir,26,Libya,LM,23,63,55,87,86,76,53,35,58,73,64,B
J. Irvine,25,Australia,CAM,70,69,65,75,68,62,66,72,82,81,80,B
A. Søderlund,30,Norway,ST,70,60,53,63,64,62,51,72,70,73,80,B
S. Gakpé,31,Togo,RM,65,70,57,87,87,86,82,75,84,68,61,B
C. Mavinga,27,DR Congo,LCB,36,72,66,75,83,62,55,56,73,77,77,B
D. Tonucci,29,Italy,RCB,31,47,44,51,33,34,77,42,82,71,89,B
Casadesús,33,Spain,ST,66,73,63,51,59,70,76,76,86,71,88,B
R. Dwamena,22,Ghana,ST,72,65,44,76,83,70,66,73,62,72,82,B
Ricardo Ryller,24,Brazil,CM,55,75,74,65,67,64,59,79,70,65,69,B
D. Böde,31,Hungary,ST,74,69,59,64,66,59,69,69,83,54,92,B
A. Ferrari,24,Italy,RB,12,58,56,69,73,67,67,59,70,72,69,B
Y. Wildschut,26,Netherlands,LM,66,68,65,77,84,71,66,81,53,66,79,B
Pedro Sánchez,31,Spain,RM,70,68,65,79,81,84,74,75,74,79,67,B
G. Verón,28,Argentina,RM,66,67,58,85,87,86,70,71,46,65,63,B
D. Jevtić,25,Switzerland,CAM,65,70,65,75,71,77,77,65,70,71,68,B
Adrián Burnabão,34,Brazil,LAM,58,76,71,53,72,75,74,72,68,64,58,B
L. Sadiku,26,Kosovo,CDM,43,73,70,58,44,69,67,77,74,71,60,B
Pol Llonch,25,Spain,LCM,43,67,59,83,77,74,87,65,80,86,65,B
P. Szymiński,24,Poland,CB,23,58,53,66,63,63,68,42,68,71,69,B
Filipe Chaby,24,Portugal,RW,53,65,54,77,72,82,79,70,52,67,41,B
Wagner Orsinho,30,Brazil,LB,52,73,71,82,79,62,74,59,66,67,62,B
M. Thorsby,22,Norway,LDM,58,69,65,66,67,67,68,65,79,93,74,B
C. Edwards,24,England,RCM,59,67,73,67,62,76,75,76,45,80,52,B
Borja Herrera,25,Spain,LB,53,70,54,74,72,77,72,64,63,75,60,B
João Lucas,22,Portugal,LB,42,71,68,76,78,60,62,38,63,73,51,B
C. Trimmel,31,Austria,RB,60,69,62,74,86,70,55,61,54,88,80,B
F. Andrijašević,27,Croatia,CAM,70,71,65,68,72,53,48,74,69,74,73,B
I. Sylla,27,Guinea,ST,68,61,54,65,73,73,65,70,81,64,72,B
W. Ángel,25,Venezuela,LCB,21,58,50,53,61,39,42,42,76,62,89,B
S. Sam,30,Germany,LM,65,68,64,77,74,81,76,73,70,65,47,B
Wellington Nem,26,Brazil,CAM,58,75,64,80,83,81,86,66,55,70,59,B
L. Clarke,33,England,ST,73,60,54,59,62,56,51,70,76,66,86,B
Bruno Gallo,30,Brazil,RCM,56,73,70,68,65,69,67,71,60,68,72,B
S. Andrist,30,Switzerland,RM,65,62,52,90,88,81,79,68,58,78,47,B
M. El Kabir,29,Morocco,ST,68,60,55,69,76,70,67,74,80,67,75,B
Cucurella,19,Spain,LM,51,72,66,82,85,74,78,57,71,88,60,B
M. Koné,26,Ivory Coast,ST,69,62,42,83,84,82,76,77,75,64,71,B
N. Lima,23,United States,RB,58,65,57,84,80,73,67,71,65,74,66,B
M. Fernández,29,Uruguay,CB,20,59,56,58,57,51,68,40,70,64,75,B
K. Erasmus,27,South Africa,ST,70,66,41,79,74,77,80,72,54,72,53,B
C. Yambéré,27,Central African Rep.,CB,28,65,51,67,54,34,51,40,73,61,79,B
D. Banguero,28,Colombia,LB,52,63,58,69,77,68,49,69,57,86,81,B
M. Normann,22,Norway,CM,53,68,70,71,66,74,77,69,78,78,68,B
Saberto Botelho,30,Brazil,LDM,42,68,66,65,68,58,65,70,72,82,80,B
Bernardo Motinho,26,Brazil,RB,51,67,61,71,73,72,71,53,66,65,64,B
J. Malagón,25,Colombia,RCB,17,56,32,69,54,45,47,32,81,82,84,B
M. Janko,35,Austria,ST,73,57,37,34,42,45,36,74,31,59,89,B
A. Johansson,36,Sweden,CB,44,69,70,33,33,55,57,66,76,57,76,B
S. Badji,28,Senegal,RDM,46,72,70,68,66,64,63,78,71,83,78,B
B. Afobe,25,DR Congo,ST,75,68,52,76,83,69,65,68,77,64,78,B
M. Møller Dæhli,23,Norway,LM,53,70,64,83,73,87,83,48,57,64,46,B
M. Costanzo,30,Switzerland,CAM,62,64,59,62,60,78,67,75,57,67,57,B
J. Brownhill,22,England,RCM,62,69,67,70,75,70,71,77,74,88,69,B
N. Boilesen,26,Denmark,LB,42,69,65,73,74,72,67,66,75,76,68,B
G. Molins,29,Sweden,ST,69,68,56,69,72,67,62,76,34,66,81,B
S. Lammers,21,Netherlands,ST,72,62,43,69,69,73,66,66,71,73,75,B
Matheus,26,Brazil,CB,45,67,72,52,55,36,45,60,54,72,81,B
E. Brignola,18,Italy,CAM,66,69,63,74,76,77,74,64,62,67,60,B
G. Tzavellas,30,Greece,LCB,53,67,70,68,67,57,71,77,76,70,78,B
D. Kądzior,26,Poland,RM,66,69,67,82,78,83,82,67,79,75,57,B
Felipe,31,Brazil,CB,26,62,62,34,45,49,35,76,70,31,86,B
H. Al Moqahwi,30,Saudi Arabia,CAM,66,71,69,70,50,73,79,63,67,78,72,B
W. Camacho,32,Uruguay,LM,69,64,62,73,73,72,77,75,56,71,69,B
K. Kawamata,28,Japan,ST,74,62,45,59,61,65,53,69,75,73,84,B
L. Ajorque,24,France,ST,74,45,34,51,49,58,30,73,64,73,84,B
Carraça,25,Portugal,RB,46,73,69,72,67,73,71,77,78,78,65,B
Kadu,31,Brazil,CB,19,59,35,54,54,66,58,47,76,58,78,B
M. Frydrych,28,Czech Republic,RB,25,58,26,65,64,58,65,29,73,69,75,B
T. Smith,28,New Zealand,LCB,24,61,58,58,62,60,52,41,77,76,80,B
O. Ruisalvo,26,Paraguay,LM,69,70,64,75,74,81,84,67,70,68,45,B
S. Jung,28,Germany,RB,42,75,74,71,68,68,75,72,73,47,66,B
K. Walker-Peters,21,England,RB,35,66,60,77,72,69,81,31,74,66,59,B
L. Sequeira,23,Argentina,RM,69,63,62,77,74,75,81,67,49,64,58,B
N. Foor,26,Netherlands,LCM,68,69,63,82,75,88,76,70,71,83,38,B
C. Şahin,23,Turkey,RM,62,60,55,92,90,91,81,65,61,70,52,B
M. Budimir,32,Croatia,ST,74,38,23,64,72,49,42,76,71,52,92,B
T. Doumbia,28,Mali,CDM,66,66,59,69,73,68,48,76,81,85,86,B
A. Abdi,31,Switzerland,CM,61,74,72,62,54,66,70,72,51,49,57,B
J. Pereira,31,Mexico,RCB,31,60,54,46,46,40,53,50,73,70,82,B
R. Quioto,26,Honduras,LM,70,69,55,81,81,85,70,68,81,69,65,B
J. Garro,25,Argentina,LM,71,61,65,80,83,72,65,72,63,74,74,B
M. Maloča,29,Croatia,RCB,40,52,36,65,71,61,69,40,74,71,83,B
Dai Lin,30,China PR,RCB,44,63,60,57,64,53,53,72,60,71,75,B
Mauro Júnior,19,Brazil,CAM,61,67,55,82,78,83,74,60,51,61,33,B
A. Maher,24,Netherlands,LCM,64,72,73,70,73,78,81,74,53,69,44,B
Romarinho,27,Brazil,ST,70,70,63,86,85,87,84,67,54,74,53,B
J. Martins Pereira,32,France,RB,39,71,68,65,63,65,63,55,70,75,63,B
A. Erdem,29,Turkey,LB,34,72,66,76,67,75,73,47,72,64,50,B
Jordi Calavera,22,Spain,RB,46,65,62,77,85,78,73,72,72,85,72,B
G. Pezzella,20,Italy,LB,49,69,66,79,79,68,62,67,58,78,78,B
M. Bjärsmyr,32,Sweden,RCB,28,50,53,53,60,57,56,47,83,61,77,B
L. Wahlqvist,21,Sweden,RWB,29,60,55,74,72,65,56,72,80,78,65,B
C. Adjapong,20,Italy,LM,51,70,65,75,66,69,66,50,65,56,55,B
S. Palacios,26,Argentina,RM,66,65,60,88,89,92,88,73,73,71,60,B
Lasure,24,Spain,LM,31,66,59,69,71,63,70,66,66,80,70,B
D. Furman,25,Poland,LCM,52,71,70,66,67,65,71,69,64,70,67,B
D. Arzani,19,Australia,RM,63,64,58,79,80,80,62,53,33,61,32,B
S. Morison,34,Wales,RS,67,58,54,49,54,53,40,74,84,75,84,B
M. Kosanović,28,Serbia,CB,22,67,77,50,48,49,46,82,51,66,84,B
P. Schobesberger,24,Austria,LM,63,64,60,91,92,90,70,61,86,69,64,B
G. Courtet,29,France,ST,69,68,45,68,69,71,74,67,89,75,74,B
J. Rojas,35,Chile,LCB,29,69,66,62,56,61,62,60,71,75,71,B
Nenê,34,Brazil,ST,73,65,45,46,59,63,70,70,90,48,85,B
B. Davies,22,England,LCB,36,65,63,73,70,61,63,42,75,70,75,B
Derley,30,Brazil,ST,69,67,62,68,66,69,70,72,68,66,77,B
Thiago Carleto,29,Brazil,LB,57,66,63,72,72,73,61,85,75,69,71,B
S. Dursun,26,Turkey,CB,37,58,57,65,67,56,58,39,61,75,83,B
I. Balliu,26,Albania,RB,23,69,68,76,77,75,75,45,77,81,62,B
O. Adın,32,Turkey,RM,64,69,67,71,67,69,74,81,71,50,66,B
O. Fernández,25,Colombia,RCM,68,71,65,69,69,67,89,68,57,70,58,B
M. Gobbi,37,Italy,LB,44,71,71,47,63,60,65,75,67,53,69,B
L. Paqarada,23,Kosovo,LB,36,68,66,77,76,71,64,65,62,75,65,B
P. Kunde Malong,22,Cameroon,CDM,64,75,70,78,78,69,72,79,73,78,84,B
R. Kent,21,England,LW,62,69,61,89,89,91,83,58,51,65,54,B
O. Lewicki,25,Sweden,LCM,45,66,66,62,60,83,85,64,93,82,70,B
Enric Gallego,31,Spain,RS,79,61,40,68,65,54,53,71,69,62,72,B
F. Klein,31,Austria,RB,53,69,65,77,75,74,71,68,64,82,63,B
S. Prevljak,23,Bosnia Herzegovina,LS,73,63,57,75,70,70,65,70,69,75,66,B
E. Alioski,26,FYR Macedonia,LM,70,67,63,85,79,78,76,75,65,82,58,B
Jeff Meirson,26,Brazil,LB,41,72,71,71,72,66,66,63,53,78,70,B
A. Baby,29,Senegal,LM,67,68,66,78,82,79,62,73,80,81,78,B
L. Castro,26,Colombia,ST,74,62,52,78,75,78,73,71,68,70,60,B
M. Wittek,22,Germany,LB,56,67,57,79,77,80,84,77,67,82,59,B
B. Riveros,20,Paraguay,LB,25,64,44,85,84,84,75,26,73,84,72,B
L. Abubakar,23,Ghana,CB,31,71,64,55,68,55,51,37,79,68,83,B
M. Eriksson,28,Sweden,RM,67,68,63,64,57,67,79,78,65,88,76,B
M. Seuntjens,26,Netherlands,ST,68,65,73,63,71,67,70,69,76,78,76,B
A. Fiola,28,Hungary,RB,24,65,64,77,71,73,65,42,72,83,61,B
E. López,23,Mexico,CAM,68,70,64,76,77,85,86,76,67,70,48,B
Júlio César,23,Brazil,RCB,31,55,44,35,49,39,40,47,67,68,83,B
J. Arzura,25,Argentina,CDM,39,66,67,71,70,71,77,63,83,88,74,B
S. Aigner,30,Germany,ST,65,72,60,72,77,74,72,71,75,64,66,B
J. Jugas,26,Czech Republic,CB,41,55,50,63,64,53,46,55,69,68,83,B
Nilsito Vilela,30,Brazil,ST,66,65,61,82,82,71,71,61,72,62,73,B
J. Morris,23,United States,ST,65,64,51,89,90,76,71,77,78,76,78,B
B. Nehrig,31,Germany,CDM,40,68,62,67,68,67,74,71,71,79,75,B
C. Falletti,25,Uruguay,RF,60,72,64,79,85,86,77,69,64,76,62,B
G. Hanley,26,Scotland,CB,30,57,56,55,63,48,52,40,82,52,78,B
Chuli,27,Spain,LS,68,65,59,73,82,80,70,70,69,45,70,B
J. Fontaine,29,France,CAM,60,74,73,75,61,58,76,72,33,81,66,B
A. Öztürk,24,Belgium,CDM,46,72,64,70,63,68,63,76,70,80,72,B
G. Lorenzetti,33,Chile,CM,63,73,70,72,69,69,90,64,45,71,48,B
Juanjo,30,Spain,RCM,23,65,63,68,69,68,70,52,75,84,72,B
X. Schlager,20,Austria,LCM,55,71,70,84,77,83,74,73,54,80,69,B
S. Morsy,26,Egypt,CDM,53,70,67,65,67,81,78,60,80,73,77,B
P. Ebert,31,Germany,LF,69,74,77,63,64,77,77,80,64,66,68,B
L. Trałka,34,Poland,RDM,54,66,66,59,47,58,61,68,76,81,79,B
G. Thorne,25,England,CDM,59,74,74,54,55,57,61,67,64,65,76,B
M. Shaparenko,19,Ukraine,CAM,70,75,69,59,58,70,71,51,59,65,50,B
D. Croce,35,Italy,LCM,51,69,65,80,77,81,81,70,84,76,71,B
F. Ballas,25,Germany,CB,28,60,46,31,33,34,33,50,34,35,94,B
M. Vešović,26,Montenegro,RB,52,70,64,82,86,82,66,59,66,76,68,B
Felipe Silva,28,Brazil,CAM,57,65,62,68,69,72,72,62,41,72,62,B
Fran Villalba,20,Spain,LCM,62,72,69,65,60,74,90,48,41,59,31,B
Kim Shin Wook,30,Korea Republic,RS,67,67,62,61,44,42,64,73,69,65,90,B
F. Zampano,24,Italy,RM,28,68,60,78,76,77,78,56,72,82,65,B
A. Kamara,23,France,ST,68,66,39,78,87,68,76,75,70,65,79,B
Sergio Sánchez,32,Spain,RCB,53,63,60,59,55,68,60,59,72,69,70,B
M. Diskerud,27,United States,CM,67,74,70,69,67,70,62,69,72,80,70,B
J. Fuchs,20,Cameroon,CDM,45,73,70,79,81,88,81,62,73,70,66,B
R. Espinoza,31,Honduras,RCM,62,70,72,67,64,72,75,81,79,88,77,B
T. Hiariej,29,Netherlands,CDM,58,74,69,72,66,75,69,61,80,76,70,B
J. Knudsen,25,Denmark,LB,25,63,63,76,76,73,75,70,70,83,69,B
Fidel,28,Spain,LM,67,65,62,76,76,79,75,72,72,61,58,B
P. Arajuuri,30,Finland,RCB,36,58,61,38,45,37,36,51,74,71,92,B
Guillermo,25,Spain,ST,68,66,51,74,78,74,67,68,72,84,71,B
Yeom Ki Hun,35,Korea Republic,ST,70,73,71,67,62,69,70,74,67,70,77,B
A. Shabanov,26,Ukraine,CB,23,71,75,58,62,48,50,34,65,68,72,B
João Pedro,21,Brazil,RB,49,68,62,78,77,77,66,39,66,77,62,B
P. Hosiner,29,Austria,ST,69,61,51,79,79,74,78,65,75,68,59,B
L. Chambers,32,England,RCB,23,59,58,59,61,54,60,40,75,77,78,B
E. Koulouris,22,Greece,ST,74,55,48,69,73,65,65,66,64,66,68,B
Nono,27,Spain,LM,61,72,63,77,74,81,83,73,69,65,47,B
Jon Toral,23,Spain,CAM,59,71,66,74,70,69,66,67,54,65,59,B
Yu Hanchao,31,China PR,LM,65,69,60,75,79,80,78,65,54,89,68,B
R. van La Parra,27,Netherlands,LM,58,68,60,79,84,75,75,67,55,63,66,B
A. Morales,28,United States,CM,53,74,70,75,67,74,71,70,73,87,68,B
M. Torsiglieri,30,Argentina,LCB,39,60,64,33,34,38,33,58,43,59,94,B
G. Lovrencsics,29,Hungary,RB,63,65,59,90,82,78,75,80,85,73,71,B
H. Dalsgaard,28,Denmark,RB,58,64,58,77,82,68,66,67,65,70,73,B
D. Silva,31,Colombia,LCM,67,71,70,68,73,76,73,70,69,90,69,B
A. Henríquez,24,Chile,ST,76,62,57,73,76,71,73,78,68,64,61,B
M. Pérez,27,Colombia,ST,72,66,63,77,84,77,65,79,77,71,75,B
H. Vaca,20,Bolivia,RM,67,67,66,79,77,80,91,70,59,84,46,B
P. Forsell,27,Finland,RF,67,70,71,55,54,60,84,74,63,61,74,B
Murilo Freitas,22,Brazil,LW,65,66,48,79,76,78,79,77,59,65,59,B
Ruiz de Galarreta,24,Spain,RCM,56,75,72,62,65,75,78,62,48,70,58,B
H. Bandé,19,Burkina Faso,LW,73,68,52,83,85,84,74,70,75,70,62,B
M. Mustacchio,29,Italy,RM,62,66,54,91,90,82,72,66,70,78,61,B
R. Bezjak,29,Slovenia,ST,69,67,52,73,73,80,75,70,77,65,60,B
O. Kúdela,31,Czech Republic,RCB,51,70,68,72,77,72,70,61,71,90,69,B
A. Mina,27,Ecuador,LCB,30,64,57,52,50,38,45,52,67,56,92,B
J. Harrop,22,England,CAM,63,68,61,71,68,80,68,58,52,54,46,B
R. Keogh,31,Republic of Ireland,RCB,28,70,65,63,58,47,59,51,72,76,76,B
O. Bayram,26,Turkey,LB,63,69,54,83,84,81,79,74,82,68,63,B
C. Jenkinson,26,England,RB,41,66,64,58,73,60,66,72,63,64,69,B
O. González,33,Chile,RCB,32,66,63,51,39,59,38,74,75,69,77,B
B. Koita,27,France,ST,67,63,52,74,78,69,52,78,62,65,85,B
H. Yamaguchi,27,Japan,RCM,52,76,72,79,76,84,82,61,78,77,63,B
R. Woods,24,England,CDM,49,73,77,75,69,87,87,61,83,90,67,B
Y. Gomis,26,Senegal,ST,73,48,37,81,81,75,68,70,51,64,75,B
J. Pérez,27,Colombia,ST,65,67,61,79,81,77,73,71,73,77,64,B
Renato Rochela,26,Brazil,CAM,68,70,72,60,62,70,44,52,51,60,74,B
A. Fink,30,Germany,RS,68,68,43,76,71,82,84,65,75,61,58,B
A. Sobiech,28,Poland,ST,70,65,36,64,73,65,59,70,81,64,73,B
J. Insaurralde,33,Argentina,LCB,38,67,56,47,44,58,52,48,72,65,75,B
P. Oniangué,29,Congo,CDM,68,68,66,64,65,68,50,79,79,78,85,B
W. Zimmerman,25,United States,LCB,52,67,66,51,61,43,38,57,78,76,83,B
D. Batallini,22,Argentina,RW,70,69,49,79,75,74,65,69,64,68,71,B
T. Kleindienst,22,Germany,ST,71,60,45,64,72,60,50,78,76,78,79,B
F. Chalov,20,Russia,RS,73,64,36,78,81,75,69,62,62,76,67,B
L. Vibe,31,Denmark,ST,71,66,44,86,85,82,71,71,63,76,59,B
T. Malacia,18,Netherlands,LB,34,63,52,85,83,80,83,58,81,72,67,B
T. Trybull,25,Germany,CDM,35,71,66,66,58,69,70,61,74,82,74,B
Cyriac,27,Ivory Coast,ST,70,67,44,84,85,86,80,70,92,68,61,B
L. Sigali,31,Argentina,RCB,29,40,36,67,63,52,61,45,89,52,74,B
W. Johnson,31,Canada,CDM,60,72,69,65,58,63,70,76,64,77,70,B
André Santos,29,Portugal,RCM,58,74,73,66,51,72,67,76,71,71,65,B
J. Bidwell,25,England,LB,26,66,65,70,68,61,64,65,64,77,66,B
M. Rohdén,27,Sweden,CM,63,70,71,70,71,74,73,77,71,93,71,B
I. Diomandé,25,Ivory Coast,CDM,47,74,66,63,65,66,65,73,68,74,75,B
T. Savanier,26,France,LCM,62,75,71,78,73,83,86,72,31,78,56,B
Diego Ângelo,32,Brazil,LCB,52,68,69,36,37,31,32,84,36,69,86,B
R. Ripart,25,France,LM,71,65,61,72,78,66,66,75,64,76,68,B
D. Sow,21,Switzerland,RCM,48,74,72,76,78,67,70,63,64,78,69,B
P. Hamel,24,France,ST,77,57,44,64,56,57,71,71,73,63,59,B
S. Papagiannopoulos,27,Sweden,CB,28,66,62,68,74,62,51,53,69,68,81,B
M. Pátkai,30,Hungary,CDM,56,74,71,74,72,79,70,62,53,72,45,B
M. Saymak,25,Netherlands,CAM,68,70,68,75,74,77,87,70,58,74,49,B
S. Riether,35,Germany,RB,49,74,65,50,53,69,74,63,71,49,62,B
Sastre,32,Spain,CM,54,75,76,53,55,70,71,60,72,63,73,B
K. Overmeire,32,Belgium,CDM,38,66,68,67,69,61,59,75,63,85,81,B
N. Jelavić,32,Croatia,RS,74,67,62,31,52,33,53,74,58,77,80,B
Rúben Fernandes,32,Portugal,LCB,39,64,59,61,65,62,60,65,79,76,75,B
E. Özgenç,33,Turkey,RB,42,70,68,62,72,68,71,81,63,72,69,B
J. Nieto,25,Colombia,RCM,65,80,77,74,71,88,72,67,69,84,75,B
G. Belaud,31,France,RB,42,69,52,71,67,73,72,47,74,79,71,B
Y. Soteldo,21,Venezuela,CAM,55,74,66,90,81,83,92,60,50,60,30,B
Baena,29,Spain,CDM,46,70,65,44,37,45,64,66,83,57,72,B
Ripa,32,Spain,LB,37,66,70,75,76,76,69,49,81,78,69,B
Albentosa,29,Spain,CB,51,63,62,31,31,33,30,54,68,65,91,B
S. Taniguchi,26,Japan,LCB,30,64,63,63,71,61,62,61,79,77,73,B
A. Yiadom,26,Ghana,RB,50,62,55,83,85,73,66,55,69,77,65,B
Crislan,26,Brazil,ST,65,59,47,75,82,72,58,76,51,71,82,B
J. Morrow,30,United States,LB,63,70,60,68,73,66,71,72,73,79,71,B
S. Fletcher,31,Scotland,ST,71,62,60,54,55,68,65,76,81,52,77,B
Fernández,28,Spain,RB,35,60,54,90,92,89,77,60,80,92,44,B
R. McCormack,31,Scotland,LS,70,68,66,66,67,75,82,79,59,50,78,B
C. Araujo,36,Argentina,LB,33,69,66,72,59,71,66,65,75,70,65,B
Tobias Figueiredo,24,Portugal,RCB,22,57,55,55,62,48,48,60,77,61,83,B
L. Jiménez,34,Chile,RW,55,78,70,65,67,65,74,73,62,54,64,B
S. Nakamura,40,Japan,CAM,65,78,77,32,30,75,69,79,64,45,65,B
J. Cristaldo,29,Argentina,RS,68,66,51,76,76,81,75,73,55,70,62,B
Z. Kalmár,23,Hungary,LCM,65,71,66,61,63,74,63,73,68,58,57,B
M. Ingvartsen,22,Denmark,ST,71,59,52,68,73,68,73,67,67,67,75,B
Cao Yunding,28,China PR,LM,60,71,60,79,82,75,78,68,74,69,63,B
M. Bakakis,27,Greece,RB,50,68,70,82,83,80,64,65,64,77,59,B
H. Özmert,33,Turkey,LCM,45,70,67,49,42,62,71,65,60,69,72,B
G. Voboril,31,Argentina,LB,34,66,61,77,77,64,65,26,70,68,70,B
E. Rolland,29,France,RCM,57,71,68,62,63,60,64,75,61,71,75,B
Rodrigo Becão,22,Brazil,RCB,30,68,67,56,65,48,47,42,69,60,75,B
S. Privat,28,France,ST,68,65,51,65,61,65,47,72,82,54,82,B
J. Pi,24,France,RDM,52,73,70,64,69,76,72,65,54,80,71,B
Diogo Dalot,19,Portugal,RB,52,69,58,73,73,69,63,76,78,79,71,B
Mauro Riboas,26,Brazil,RAM,44,74,51,67,66,74,70,77,69,46,53,B
S. Downing,33,England,RW,65,73,74,66,66,72,73,74,42,71,63,B
Waguininho,28,Brazil,ST,67,69,64,74,75,76,73,66,55,78,67,B
D. Burn,26,England,LCB,25,59,60,42,44,31,26,53,55,63,89,B
C. Strohdiek,30,Germany,CB,18,51,34,36,34,37,39,33,52,39,88,B
I. Bangoura,33,Guinea,ST,75,63,47,61,68,70,67,71,75,66,71,B
D. Sallói,21,Hungary,LW,75,69,63,78,78,71,68,73,65,79,70,B
S. Muwashar,29,Saudi Arabia,LM,63,61,58,90,88,91,88,71,76,80,67,B
H. Lansbury,27,England,CM,67,71,73,58,61,69,65,70,62,67,75,B
S. Štilić,30,Bosnia Herzegovina,CAM,64,70,69,57,59,76,66,67,38,60,51,B
K. McLean,26,Scotland,CM,66,72,75,75,75,76,61,78,73,78,72,B
A. Vellios,26,Greece,ST,69,65,54,54,60,61,49,73,72,70,79,B
R. Mphahlele,28,South Africa,RB,24,64,67,74,72,59,69,32,63,73,71,B
R. Živković,21,Netherlands,ST,64,61,57,76,90,75,64,75,81,71,66,B
Martin Cordeia,34,Brazil,CAM,64,74,75,51,53,68,60,79,50,72,76,B
L. Garritano,24,Italy,CAM,64,65,58,88,89,87,88,66,72,68,54,B
J. Faussurier,31,France,RM,60,74,73,70,72,76,76,56,84,88,67,B
Aleix García,21,Spain,CM,63,78,74,66,60,71,80,62,56,59,47,B
Rochinha,23,Portugal,RM,63,70,59,79,77,78,82,64,33,69,42,B
Lucas Possignolo,24,Brazil,RCB,22,64,45,55,61,60,57,36,90,68,72,B
K. Barbarouses,28,New Zealand,RS,67,65,46,82,87,92,71,65,61,90,62,B
A. Henríquez,35,Colombia,CB,30,58,64,30,31,32,31,57,32,32,90,B
F. Bradarić,26,Croatia,CM,45,77,75,66,64,62,67,62,65,66,67,B
F. Gaibor,26,Ecuador,RDM,62,76,77,67,65,71,72,75,63,75,65,B
I. Bennacer,20,Algeria,CM,66,72,70,69,71,72,79,69,72,74,45,B
W. Lautoa,30,New Caledonia,LCB,29,63,58,64,54,64,56,50,79,64,84,B
M. Barragán,26,Mexico,ST,71,65,55,76,74,76,64,70,86,69,72,B
N. Mihajlović,22,Serbia,LW,64,65,58,76,79,75,81,76,32,64,59,B
J. Duque,31,Colombia,ST,68,62,57,70,68,66,63,77,77,69,78,B
Luan Sendeiro,26,Brazil,CDM,52,72,78,66,71,56,50,72,48,65,70,B
A. Gonçalves,32,France,CM,30,74,73,58,64,72,71,59,82,89,79,B
S. Motta,34,Colombia,CAM,69,77,76,69,61,79,81,63,80,54,65,B
E. Jelenič,25,Slovenia,RM,54,68,64,76,86,93,78,68,57,75,71,B
D. Cavaré,23,France,RB,32,66,59,64,64,60,42,66,60,67,88,B
G. Barriga,33,Chile,LB,49,69,63,69,77,73,66,63,53,82,66,B
Laure,33,Spain,RB,44,67,63,71,69,73,89,68,67,70,58,B
S. Michel,27,Germany,ST,73,64,53,90,81,77,74,74,73,77,63,B
P. Frankowski,23,Poland,RM,69,68,67,93,92,76,73,58,72,76,68,B
J. Minala,21,Cameroon,CM,60,73,68,69,54,61,61,68,73,76,68,B
C. Knasmüllner,26,Austria,CAM,66,73,68,78,75,83,84,68,74,79,65,B
H. Diallo,23,Senegal,ST,75,59,42,72,69,66,67,68,71,66,81,B
J. Harper,22,Scotland,RS,74,63,53,73,75,71,65,72,68,73,70,B
E. Rescaldani,26,Argentina,ST,69,68,42,37,36,47,32,76,30,63,93,B
J. Ardaiz,19,Uruguay,ST,70,56,41,82,87,67,59,73,80,54,76,B
D. Geiger,20,Germany,CM,38,79,72,67,63,85,82,54,57,76,41,B
Breno Bemposta,34,Brazil,LDM,41,69,65,49,50,62,50,72,55,77,74,B
T. Ouwejan,22,Netherlands,LB,46,72,67,73,74,70,70,60,63,77,67,B
J. Mansilla,31,Argentina,LB,56,63,63,75,76,71,76,62,70,71,72,B
F. Kiss,27,Slovakia,RDM,55,68,67,47,41,58,67,67,68,81,78,B
R. Pucino,27,Italy,RB,42,67,65,70,73,81,76,55,67,81,66,B
K. Smith,27,England,CM,53,72,66,68,72,70,78,58,59,84,71,B
S. Ganvoula,22,Congo,ST,70,63,23,68,71,58,53,75,69,58,87,B
Murilo,23,Brazil,RM,69,66,54,85,83,78,76,76,65,64,70,B
L. Fuentes,31,Mexico,LB,50,69,67,66,64,70,77,72,81,75,72,B
R. Herrera,29,Uruguay,CB,35,59,50,66,68,45,41,43,60,55,88,B
K. Bistrović,20,Croatia,CDM,55,74,69,64,69,54,61,66,57,67,59,B
K. Laribi,27,Tunisia,LCM,73,72,67,80,77,83,87,69,63,77,51,B
P. Mwene,24,Austria,RB,44,66,53,85,78,84,91,50,72,91,52,B
P. Klement,25,Germany,CAM,59,75,68,71,65,83,82,74,68,65,51,B
A. Lusamba,21,France,RCM,63,67,62,76,70,77,68,56,49,61,57,B
S. Lletget,25,United States,RCM,64,75,66,72,76,77,84,67,52,70,75,B
D. Nounkeu,32,Cameroon,CB,24,59,60,77,79,67,54,48,82,73,79,B
Diogildo Peixe,30,Brazil,LAM,61,67,56,71,72,83,81,71,54,62,61,B
Ortuño,27,Spain,ST,76,58,41,61,66,59,59,70,63,53,75,B
M. Fares,22,Algeria,LM,59,66,60,69,68,76,60,68,51,69,67,B
J. Lowe,26,England,LDM,37,69,66,65,65,59,66,63,56,77,69,B
N. Gyömbér,25,Slovakia,RCB,11,54,53,52,62,34,41,38,63,48,74,B
A. Tarek,26,Egypt,CB,27,57,26,64,64,57,54,66,70,62,80,B
E. N'Dicka,18,France,LCB,35,65,62,69,68,53,51,64,72,65,79,B
Paulolettinho,34,Brazil,LAM,61,72,66,82,81,71,72,61,66,61,73,B
